word,colour,stimulus_condition,correct_response,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,ins.started,text_2.started,ins.stopped,trial.started,Fixation.started,Fixation.stopped,text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thank_you.started,text_3.started,text_3.stopped,Thank_you.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
BLUE,blue,C,b,9,1,2,b,1,0.4512626999639906,None,2,1,9,3,10.951228399993852,,,,,10.937136000022292,10.951228399993852,11.432576899998821,11.432576899998821,11.432576899998821,11.899959100002889,b,1,0.4512626999639906,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
BLUE,red,I,r,10,2,2,r,1,0.5847182999714278,None,2,2,10,2,11.918760999978986,,,,,11.900796300033107,11.918760999978986,12.399370800005272,12.399370800005272,12.399370800005272,12.999557800008915,r,1,0.5847182999714278,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
RED,red,C,r,11,3,2,r,1,0.5611023999517784,None,2,3,11,0,13.01879070000723,,,,,13.003482800035272,13.01879070000723,13.499235199997202,13.499235199997202,13.499235199997202,14.066506200004369,r,1,0.5611023999517784,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
RED,blue,I,b,12,0,3,b,1,0.9954405999742448,None,3,0,12,1,14.084787800034974,,,,,14.06735430000117,14.084787800034974,14.56573859998025,14.56573859998025,14.56573859998025,15.566552400006913,b,1,0.9954405999742448,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
BLUE,red,I,r,13,1,3,r,1,1.0881647000205703,None,3,1,13,2,15.58445359999314,,,,,15.570460800023284,15.58445359999314,16.065639499982353,16.065639499982353,16.065639499982353,17.166059800016228,r,1,1.0881647000205703,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
RED,red,C,r,14,2,3,r,1,0.5735088000074029,None,3,2,14,0,17.18423349998193,,,,,17.169957700010855,17.18423349998193,17.66525580000598,17.66525580000598,17.66525580000598,18.249068500008434,r,1,0.5735088000074029,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
BLUE,blue,C,b,15,3,3,b,1,0.41589780000504106,None,3,3,15,3,18.2674542000168,,,,,18.252989000000525,18.2674542000168,18.748338899982627,18.748338899982627,18.748338899982627,19.16565919999266,b,1,0.41589780000504106,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
RED,red,C,r,16,0,4,r,1,0.434024500020314,None,4,0,16,0,19.183926800033078,,,,,19.16948650003178,19.183926800033078,19.664915600034874,19.664915600034874,19.664915600034874,20.115749299991876,r,1,0.434024500020314,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
RED,blue,I,b,17,1,4,b,1,0.41078989999368787,None,4,1,17,1,20.13439229998039,,,,,20.116573000035714,20.13439229998039,20.614586399984546,20.614586399984546,20.614586399984546,21.031661199987866,b,1,0.41078989999368787,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
BLUE,red,I,r,18,2,4,r,1,0.6148429999593645,None,4,2,18,2,21.050577500020154,,,,,21.035720199986827,21.050577500020154,21.531371299992315,21.531371299992315,21.531371299992315,22.148603499983437,r,1,0.6148429999593645,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
BLUE,blue,C,b,19,3,4,b,1,0.514067400014028,None,4,3,19,3,22.16752630000701,,,,,22.149556700023822,22.16752630000701,22.647962199989706,22.647962199989706,22.647962199989706,23.16484500002116,b,1,0.514067400014028,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
BLUE,blue,C,b,20,0,5,b,1,0.5433179000392556,None,5,0,20,3,23.183740100008436,,,,,23.16567950003082,23.183740100008436,23.66404910001438,23.66404910001438,23.66404910001438,24.214947400032543,b,1,0.5433179000392556,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
BLUE,red,I,r,21,1,5,r,1,0.6277445000014268,None,5,1,21,2,24.233503900002688,,,,,24.215790599992033,24.233503900002688,24.714390499982983,24.714390499982983,24.714390499982983,25.347968599991873,r,1,0.6277445000014268,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
RED,blue,I,b,22,2,5,b,1,0.35721340001327917,None,5,2,22,1,25.365742299996782,,,,,25.35177680000197,25.365742299996782,25.84708610002417,25.84708610002417,25.84708610002417,26.214067700027954,b,1,0.35721340001327917,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
RED,red,C,r,23,3,5,r,1,0.5067356999497861,None,5,3,23,0,26.232782799983397,,,,,26.214898000005633,26.232782799983397,26.713419000036083,26.713419000036083,26.713419000036083,27.2312099999981,r,1,0.5067356999497861,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
RED,red,C,r,24,0,6,r,1,0.36340349999954924,None,6,0,24,0,27.24989919998916,,,,,27.23206740000751,27.24989919998916,27.73080130002927,27.73080130002927,27.73080130002927,28.097691799979657,r,1,0.36340349999954924,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
BLUE,red,I,r,25,1,6,r,1,0.3070234000333585,None,6,1,25,2,28.116140600002836,,,,,28.10164150001947,28.116140600002836,28.59725900000194,28.59725900000194,28.59725900000194,28.914463500026613,r,1,0.3070234000333585,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
BLUE,blue,C,b,26,2,6,b,1,0.3848580000340007,None,6,2,26,3,28.933068600017577,,,,,28.915293099998962,28.933068600017577,29.414795999997295,29.414795999997295,29.414795999997295,29.814660100033507,b,1,0.3848580000340007,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
RED,blue,I,b,27,3,6,r,0,0.4772784999804571,None,6,3,27,1,29.832616100029554,,,,,29.819042999995872,29.832616100029554,30.313760399993043,30.313760399993043,30.313760399993043,30.79786960000638,r,0,0.4772784999804571,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
RED,blue,I,b,28,0,7,r,0,0.4800210999674164,None,7,0,28,1,30.815845699980855,,,,,30.79877450002823,30.815845699980855,31.296856400032993,31.296856400032993,31.296856400032993,31.781201499979943,r,0,0.4800210999674164,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
RED,red,C,r,29,1,7,b,0,0.44730790000176057,None,7,1,29,0,31.799112499982584,,,,,31.78203930001473,31.799112499982584,32.28000870003598,32.28000870003598,32.28000870003598,32.73035810003057,b,0,0.44730790000176057,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
BLUE,red,I,r,30,2,7,b,0,0.2972752000205219,None,7,2,30,2,32.749089799996,,,,,32.73431780003011,32.749089799996,33.22997230000328,33.22997230000328,33.22997230000328,33.53064680000534,b,0,0.2972752000205219,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
BLUE,blue,C,b,31,3,7,b,1,0.4585868999711238,None,7,3,31,3,33.549332200025674,,,,,33.53148300002795,33.549332200025674,34.02994580002269,34.02994580002269,34.02994580002269,34.49698579998221,b,1,0.4585868999711238,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
RED,red,C,r,32,0,8,b,0,0.06669710000278428,None,8,0,32,0,34.51524670002982,,,,,34.500876699981745,34.51524670002982,34.996398099989165,34.996398099989165,34.996398099989165,35.064121400006115,b,0,0.06669710000278428,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
BLUE,blue,C,b,33,1,8,r,0,0.2855581000330858,None,8,1,33,3,35.08192610001424,,,,,35.068059500015806,35.08192610001424,35.56294069997966,35.56294069997966,35.56294069997966,35.863523499981966,r,0,0.2855581000330858,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
BLUE,red,I,r,34,2,8,r,1,0.09810310002649203,None,8,2,34,2,35.88203680003062,,,,,35.86439410003368,35.88203680003062,36.362994500028435,36.362994500028435,36.362994500028435,36.4634399000206,r,1,0.09810310002649203,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
RED,blue,I,b,35,3,8,r,0,0.2671695000026375,None,8,3,35,1,36.48180589999538,,,,,36.467556299990974,36.48180589999538,36.962905900029,36.962905900029,36.962905900029,37.24656679999316,r,0,0.2671695000026375,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
RED,blue,I,b,36,0,9,b,1,0.01869220001390204,None,9,0,36,1,37.26522110000951,,,,,37.247401000000536,37.26522110000951,37.745953399979044,37.745953399979044,37.745953399979044,37.779705699998885,b,1,0.01869220001390204,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
RED,red,C,r,37,1,9,b,0,0.05609220004407689,None,9,1,37,0,37.79883739998331,,,,,37.78056699997978,37.79883739998331,38.27940820000367,38.27940820000367,38.27940820000367,38.34712109999964,b,0,0.05609220004407689,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
BLUE,blue,C,b,38,2,9,r,0,0.07063129998277873,None,9,2,38,3,38.365049200016074,,,,,38.351080399996135,38.365049200016074,38.846013900008984,38.846013900008984,38.846013900008984,38.92980749998242,r,0,0.07063129998277873,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
BLUE,red,I,r,39,3,9,r,1,0.24241859995527193,None,9,3,39,2,38.948504900035914,,,,,38.930633199983276,38.948504900035914,39.42872110003373,39.42872110003373,39.42872110003373,39.68016739998711,r,1,0.24241859995527193,None,,,,,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.68035999999847,39.69565910001984,40.695770999998786,40.67940870003076,927151,001,2025-08-24_14h34.21.940,Stroop Task,,2025.1.1,60.081711126816884,2025-08-24 14h34.25.690545 +0530,
