16.2977 	EXP 	probe: autoDraw = True
16.9651 	EXP 	Device response: <KeyPress from None: t=16.960126099875197, value=x, duration=None>
16.9655 	EXP 	New trial (rep=1, index=1): <Trial 5 (1 in rep 1) data={'pos': np.int64(150), 'corr_resp': 'v', 'thisN': 5, 'thisTrialN': 1, 'thisRepN': 1}>
16.9669 	DATA 	Keypress: x
16.9807 	EXP 	Fixation: autoDraw = False
16.9807 	EXP 	Line1: autoDraw = False
16.9807 	EXP 	line2: autoDraw = False
16.9807 	EXP 	line3: autoDraw = False
16.9807 	EXP 	line4: autoDraw = False
16.9807 	EXP 	probe: autoDraw = False
16.9807 	EXP 	Fixation: autoDraw = True
17.1649 	EXP 	Device response: <KeyPress from None: t=16.960126099875197, value=x, duration=0.18887099996209145>
17.9804 	EXP 	Fixation: autoDraw = False
17.9804 	EXP 	Line1: autoDraw = True
17.9804 	EXP 	line2: autoDraw = True
17.9804 	EXP 	line3: autoDraw = True
17.9804 	EXP 	line4: autoDraw = True
18.9805 	INFO 	Keyboard events cleared
18.9804 	EXP 	probe: autoDraw = True
19.6808 	EXP 	Device response: <KeyPress from None: t=19.672442300012335, value=v, duration=None>
19.6812 	EXP 	New trial (rep=1, index=2): <Trial 6 (2 in rep 1) data={'pos': np.int64(50), 'corr_resp': 'c', 'thisN': 6, 'thisTrialN': 2, 'thisRepN': 1}>
19.6826 	DATA 	Keypress: v
19.6966 	EXP 	Fixation: autoDraw = False
19.6966 	EXP 	Line1: autoDraw = False
19.6966 	EXP 	line2: autoDraw = False
19.6966 	EXP 	line3: autoDraw = False
19.6966 	EXP 	line4: autoDraw = False
19.6966 	EXP 	probe: autoDraw = False
19.6966 	EXP 	Fixation: autoDraw = True
19.8973 	EXP 	Device response: <KeyPress from None: t=19.672442300012335, value=v, duration=0.21887079998850822>
20.6970 	EXP 	Fixation: autoDraw = False
20.6970 	EXP 	Line1: autoDraw = True
20.6970 	EXP 	line2: autoDraw = True
20.6970 	EXP 	line3: autoDraw = True
